"Scenario_1","Scenario_2","Scenario_3","Scenario_4","Scenario_5","Scenario_6","Scenario_7","Scenario_8","Scenario_9","Scenario_10","Scenario_11","Scenario_12","Scenario_13","Scenario_14","Scenario_15","Scenario_16","Scenario_17","Scenario_18","Scenario_19","Scenario_20","Scenario_21","Scenario_22","Scenario_23","Scenario_24","Scenario_25","Scenario_26","Scenario_27","Scenario_28","Scenario_29","Scenario_30","Scenario_31","Scenario_32","Scenario_33","Scenario_34","Scenario_35","Scenario_36","Scenario_37","Scenario_38","Scenario_39","Scenario_40","Scenario_41","Scenario_42","Scenario_43","Scenario_44","Scenario_45","Scenario_46","Scenario_47","Scenario_48","Scenario_49","Scenario_50","Scenario_51","Scenario_52","Scenario_53","Scenario_54","Scenario_55","Scenario_56","Scenario_57","Scenario_58","Scenario_59","Scenario_60","Scenario_61","Scenario_62","Scenario_63","Scenario_64","Scenario_65","Scenario_66","Scenario_67","Scenario_68","Scenario_69","Scenario_70","Scenario_71","Scenario_72","Scenario_73","Scenario_74","Scenario_75","Scenario_76","Scenario_77","Scenario_78","Scenario_79","Scenario_80","Scenario_81","Scenario_82","Scenario_83","Scenario_84","Scenario_85","Scenario_86","Scenario_87","Scenario_88","Scenario_89","Scenario_90","Scenario_91","Scenario_92","Scenario_93","Scenario_94","Scenario_95","Scenario_96","Scenario_97","Scenario_98","Scenario_99","Scenario_100","Date"
116.741663314145,113.30689596598,120.626196958278,118.419873466543,113.082578681065,119.183479013411,128.118371299341,129.6374736945,118.319943385009,118.76590429843,127.036376136956,119.046303295975,133.757696320058,104.972460860102,111.59756721014,116.211165370083,125.458803281932,118.616712903319,124.647953553243,126.126234410456,117.832078991368,112.563398602276,122.692432913817,120.79491908488,113.394167295045,122.599814005783,124.934488196864,116.289774050505,109.777713546438,116.659610387844,132.722514822023,121.636545654681,125.856949168776,114.504421286975,118.864298218954,113.734333388705,119.625199261385,127.88394919389,129.470684516339,118.742878366745,124.154785964677,124.38707130739,117.103503437218,124.6899418235,107.250403048738,120.469361465042,123.488341757976,116.636066563238,126.302311133561,118.126063964716,125.300763887178,114.207582281864,115.478778764008,108.398505551967,125.332851208475,123.286994953395,132.141915737257,125.391975078291,118.013142488462,114.045160475498,137.491091296191,120.556162554257,122.714913253671,116.790683339142,120.375893016128,120.561667158588,130.361441069787,130.975352125061,123.19134846595,114.762168845794,115.017460692469,120.528198411223,126.1083739452,124.394061333068,118.767034897844,105.983023750171,108.387000593307,130.396761463842,131.562934254233,131.581288352239,125.334008057006,121.072895281102,108.529559471676,116.057302620315,121.561428018754,113.301154556549,127.767560793219,122.52283464723,111.396753200471,137.310119590539,120.010176720249,120.048716740524,118.664117486006,119.647868923179,121.56919335378,104.785400454867,136.696679132757,120.083962889591,124.144886186997,126.504205005383,2024-10-01 00:00:00
111.618292062791,96.4918792349525,126.923929896852,118.924328041218,107.662340578224,124.2493080166,123.900798854109,129.905210095375,120.325920656186,112.975895464408,126.734000992307,111.303365348635,135.501827477648,97.5573336721617,109.112235749085,108.988996712135,134.561389230718,124.784813075568,121.73768972133,132.638732062995,108.028799978683,103.046211275862,118.193514036913,120.924761733281,110.975363164575,108.044997737029,132.213715722023,102.92265531569,114.770003428536,116.382641637479,139.201984419526,119.895428457937,121.236518415731,106.363934519843,123.258582741793,107.240962405366,106.083308356313,132.655816432899,116.747285184738,116.747714587806,114.123420670761,118.905425753116,123.004062179442,121.629656739158,108.751226386359,114.447714249489,116.476712425069,112.390791201882,132.25396499567,119.490108094267,126.216242364393,126.220584391096,129.767547299465,105.905333208463,119.813393424632,124.414192022916,122.660239858106,121.162810939893,104.62030660379,104.107055031669,124.413899691175,126.862802858572,119.972399916706,114.508003238542,115.933152213423,122.013494036073,132.376710024949,120.53658377983,108.826605459522,110.466335364387,92.6867783182682,123.761002491541,130.015258429702,125.971652619107,119.864922455509,107.229212704485,98.9983855061179,123.639655760782,129.462796922262,122.73872002944,125.067664707885,132.128164121489,90.4896175131727,121.638347793237,118.808213980999,107.250627862318,132.435361453854,121.674321042857,103.71128519436,146.35249149109,120.820030273451,127.984123911199,115.151350874226,105.818354848315,111.560260414825,110.620517685106,131.579709075202,108.316370639714,123.573775737863,114.92698391901,2024-10-01 01:00:00
122.750075580308,101.114581156415,123.15226751456,111.69330256082,112.476030376539,126.377853303592,133.517638196845,128.973274526156,107.3125524541,113.206434192978,127.931626046862,109.784201347686,144.824463719596,91.0557671380925,110.686460453773,115.843147528931,139.054120068664,130.028022917378,123.183750178215,135.366345233366,105.025553066389,102.554349789766,110.930864666561,117.970848186606,111.119836459809,104.981276750454,126.6475197017,109.352028843343,100.474480767476,115.201195645829,148.886593611251,121.24898311828,112.879346574375,99.6358490017084,123.628496693756,104.24413355428,94.0578353547533,136.438280656276,110.292108725144,116.717416751035,118.997110887122,117.528484479192,121.843343947599,121.981802800654,94.0688216871104,107.799015523421,117.576115586667,104.7136146119,126.061026893854,125.306746138853,124.269668410796,113.264945415893,131.588856868832,116.243099095823,123.712303293359,128.497636582124,126.661740654361,118.926023813085,115.211729341119,97.5924217100812,135.570193963421,118.331888373144,129.968802554869,117.534399371791,122.423978535198,100.304750748079,135.719060637222,119.525188323167,94.9338385554846,115.581460413393,98.4604284457388,120.751645117472,116.311191627821,119.447054572231,116.382500727348,124.471822797733,98.3317280799059,121.633249620387,130.746569882195,121.06430379973,126.850453932502,139.462622080641,94.4923228702159,131.4171305264,121.824870591876,111.945014403369,125.679697244016,120.775719190353,102.563463926759,153.106238495446,124.173594443457,121.090054608471,113.296889130451,101.493313221793,107.643269980752,115.559897452441,131.446609628135,112.84992590123,115.803058206306,118.093030637906,2024-10-01 02:00:00
121.270445268869,86.5978743909845,123.888534172687,106.365967574975,115.969668493171,120.154711559593,129.185862144012,130.492042883541,90.0854288208159,113.034849144769,122.753968147344,106.055606047865,148.354461668848,87.6571997467021,104.987580937536,120.490488822191,142.696387148949,130.170652776051,118.783755718993,134.623389430906,107.720823041602,92.3103398311356,107.857151894036,116.041669224081,125.401787388074,93.078983158007,120.56545094294,109.91864740092,94.1341271292359,110.094422376825,148.050939098752,117.038859078281,105.829951759555,103.988592767299,130.571396260659,113.74572134712,87.4148368627114,136.517861846773,116.469246200718,108.682005213813,126.463777518048,104.945757764728,108.566927725069,112.908259610107,99.8334186344234,93.3578704884493,112.788143667698,102.328316767641,113.132270344705,114.249262268705,125.194247744993,107.142521127964,133.823623263191,131.006805118335,126.033313257998,122.210544183998,128.590554729549,103.332936075725,103.818517238691,84.8027213996356,145.368750947674,123.213128818412,123.690404353783,128.996022693944,127.943694559337,92.488067115767,138.338006535726,112.527715954224,82.3396706467446,108.052968456338,114.353851956277,109.773841350438,117.020858490032,113.963207713791,123.159943308003,114.385654111639,101.053702175139,120.710334795438,127.477839750418,128.588260809875,129.684302355565,126.380574954633,104.879210005918,135.387962020439,109.805480858883,102.848298959882,124.866382668477,119.714690380614,109.266734931359,157.020181319149,116.673753037917,113.282116121067,94.7391567692436,83.2737830596051,123.159583887428,103.435240061406,144.35699042665,97.0995532433533,101.708575658368,115.736670822531,2024-10-01 03:00:00
119.969422577122,83.2419853065288,125.054448594492,106.373635934073,112.16377505865,122.702226291207,119.788883958249,123.518199347785,88.1680354449022,116.454011168715,112.393531645448,107.224740311275,148.636338246594,81.3833003268258,99.1403871847784,124.089577220947,124.816159405663,137.943979496969,113.240904860146,138.96462504282,107.573720172842,89.1209764769775,103.88808461724,109.095849713837,128.556194815441,83.6303066544187,121.984483296582,96.6126999051294,90.1897235838095,91.7122845539808,145.151883855553,118.021489195318,127.620035686974,106.941554808437,139.969665823852,110.264482902578,98.1833153468002,143.967905000098,118.571684093768,114.522826018956,129.044925622115,111.244784022596,106.37042102905,96.999665279529,94.2488992495369,91.8705521451853,108.42447310724,111.660365307536,110.344825177535,113.458967165089,125.551120980164,104.936142518564,128.151131466522,119.975594308091,128.367882477801,130.865509635282,137.171770089861,91.1446999379175,104.985608141498,91.3018708359,138.840179601621,135.004627254152,116.926158805852,127.988061916252,122.371397429951,97.8242328152659,134.778533874563,115.535408912169,82.8207986897916,97.5015793686598,109.352445471897,106.10816078532,122.916213551876,126.185244339931,119.31063115012,121.687978192029,102.174611372991,119.95724491166,132.064428355447,116.665452466579,139.510872640179,128.808561444522,94.194030653121,131.55594700938,117.101585135789,113.90101741248,111.412495865942,119.484268126301,104.295099834621,161.449978080406,108.93855334581,106.842705994966,81.7110535858225,99.3551910809086,117.633805355303,97.3978592030268,144.967084258303,102.643905430373,101.35642692003,105.438663975483,2024-10-01 04:00:00
134.155672591985,88.9867644436455,118.909398294533,106.052292370942,113.210604119715,131.684645831504,123.879312353565,127.234892072457,91.8853857560756,126.275019012418,112.58705452132,107.797703782378,153.40652888178,79.8723788833235,106.264364820105,132.774558716769,116.256034958647,150.976840991749,109.379175227034,134.607730158395,96.3541020172495,96.2132702134451,93.0021268607597,97.5195504321691,138.661751145542,87.489401212517,116.273411653482,99.9176165394601,95.0313701241493,88.882734912283,146.42492464379,114.983023092359,117.754455657945,124.172699556925,147.695196934992,105.245607885502,96.5816663084925,153.571516421732,116.837449142197,123.559105501718,137.83207282713,110.354512462311,103.062117559664,91.3893427373463,100.429880348582,96.8950679696715,113.605423283956,103.606246878178,129.260764093795,113.291052979066,131.138586388969,109.215622954358,135.155411481787,126.291117099066,131.401462629617,130.98069735066,144.553703417677,75.3822166359103,116.046773165615,93.396577822,141.667795327452,144.984057323508,121.152565634347,121.988485757631,125.422747842928,93.9714621067033,119.889116240854,120.161110902074,81.8552583633541,105.65235732268,109.437300952087,94.3094820256705,130.880771460389,139.783480003403,120.026899384975,128.854524205029,106.509429210051,111.418154770453,131.051077509152,110.759916696095,137.948863466336,130.072683785444,99.889224352522,131.085941343713,128.344058364646,118.658390579372,105.356149633545,117.987263886251,106.415703879138,171.455661964911,113.996824739322,90.094864188253,96.0601140731427,115.792370391829,123.456968693435,93.4596838709927,141.12594825754,100.593977523199,100.220187143504,102.388608270867,2024-10-01 05:00:00
142.890223297031,99.6538886651379,112.234301291012,112.962453284208,118.135528095682,136.841349388796,134.035527988712,134.256539793034,107.790943186514,127.208270828284,112.492353029872,121.345607873969,165.978896499461,89.6024025852659,97.4776926972454,152.20750655445,124.375560198468,158.360054513228,115.451666759518,133.491596124686,116.011142111372,112.35190942609,101.122833059022,111.907598823726,152.793641156581,90.4733144716362,122.618164524107,106.167343838748,95.6713029933746,85.2875590467203,148.497723752909,122.22990615332,124.32363238336,137.527867032564,158.024160547524,106.607073782,100.1283854587,153.088527575251,126.436876988866,141.133691361298,153.160856716076,124.388831803025,115.735527985589,90.7192364930645,109.785816303677,104.924915680143,130.528362064648,91.3704545830839,133.581489592592,111.038458391296,132.389174383463,107.43314392631,141.448413088652,127.687350485605,135.485441387587,135.268850114783,148.366228295937,89.7678714040456,122.847384351105,100.078248963133,151.093294615797,147.985767357364,125.359462444777,121.774469374542,137.474872620777,96.8920318191059,131.305931570419,138.936375069961,86.7591094283157,115.154924891237,113.194701299655,104.309746422592,132.69082711674,148.193994634263,122.915283605612,129.186913389299,107.581876517914,118.388176360487,131.349345570536,110.492688277208,146.800626629466,134.404142823219,99.0480689350644,132.291985946104,122.147117150872,117.747544441451,110.795755829857,127.987942031896,118.237927850395,181.445831029614,111.75378062807,82.8233958601831,113.406094803398,117.125585231135,125.668163854062,102.570046633032,146.60980337801,112.202153481529,94.7807991550915,101.114498785134,2024-10-01 06:00:00
148.850674535697,118.020562865447,113.452694883854,124.008964513486,133.549533999976,133.790167359541,139.115427215055,133.329522108069,123.678980996092,141.35098348654,128.637341503109,129.978116570137,185.378756521881,111.74089867924,122.313324226111,181.883847989335,124.246299687886,171.812726397955,124.913257697779,147.456787418994,129.498546615694,112.027661357523,126.944861211036,132.58841871334,166.615777488516,110.031633186503,124.771513646585,128.652868339102,108.754216524763,104.380600526704,169.456357511991,133.290716716669,140.950259587183,155.410509122275,169.324959629358,125.762701340578,118.768385694934,165.566447512043,147.359121946739,160.020775543616,163.103520097681,148.33110491379,137.837756989297,100.327125457606,136.093265171601,118.015082708384,137.548866975924,117.085136643184,148.04277255994,122.350929576175,137.607865749452,123.049144163151,159.157126355591,127.238023717946,155.056136486,157.256015058566,164.677644071149,117.368220557119,135.344643726305,115.900114814085,164.160910803693,163.244849616709,137.023394693013,140.702072354116,160.73220847441,129.471486748083,145.395744507948,162.556549095179,102.643353392046,123.846612619291,129.819409547439,119.351188607085,143.453726115767,163.599184294483,135.586567691389,138.815229210941,137.848327944709,138.734299368408,140.844131818245,131.537341923973,159.547969931057,148.103813162148,113.410465278048,142.376549323537,140.528623677608,130.227433741461,123.052965083416,141.928150358815,135.133739488906,191.797809230821,118.704569994951,95.6150541767845,128.634924074243,134.725254619051,134.550191204669,115.402534651399,163.895851864874,125.126732640942,109.356850030962,120.677514397791,2024-10-01 07:00:00
149.184067390718,118.177605785214,122.545007363462,131.606946513252,148.575649845949,148.492115679603,132.930642755352,149.813965887719,132.150534621144,151.538120567196,134.431976242458,134.116508452139,191.115982431759,114.820126603254,129.676278033308,184.246687747483,126.636307757734,175.038719062227,132.905800650477,162.312647448264,141.714592525803,107.48770365579,137.601669241575,135.623024025697,170.943723917964,132.419942116857,126.814489429977,124.749884316264,123.418576616259,110.709913303338,172.089233848064,140.383720514282,145.025448123959,161.594451751661,177.054449125698,130.779376979168,134.941309972516,170.974653944009,149.962873069106,171.245560991012,164.544382500224,155.29570543826,143.48614712285,99.888440499919,154.43293883002,122.958404227496,137.469917409724,119.743106407133,158.661532492948,129.256655802704,138.003748590167,114.702154880753,160.155020634424,137.770597667312,141.402866238886,150.592022356628,153.151270276651,128.949920482933,128.684492461418,119.947517227612,171.643435624683,160.985799601187,129.611130387609,150.944220902201,173.265203553093,149.334089152241,153.136164908233,159.566685676414,108.831959638774,134.520513091465,146.373931677707,127.029167711979,147.46208404112,166.409045555516,147.5149607107,147.020149791992,136.227036282164,154.903552672986,156.733137951849,139.954248657264,156.218951974574,151.208694021196,133.204974829391,145.847390047754,146.349918301989,134.826335645319,133.686772497716,145.914500931995,131.388034846256,196.202352386608,116.686912356455,112.53141524829,140.481744682918,139.826415294279,141.869640652117,128.154226065909,165.700066675788,126.34440583995,113.858363196437,97.6864586937824,2024-10-01 08:00:00
125.107782813433,101.374139416869,98.9603362117764,108.593894062495,122.964091503529,123.479400178965,110.550731126889,120.925787598157,111.853559406854,126.744304438683,109.261378482852,96.3719817269084,184.524109340036,93.2521418246337,112.032795711548,154.934914440917,98.9251719514684,156.33659059698,110.299068741801,146.214307070149,122.93114350225,86.4792684981861,121.995303123753,105.372858863071,140.896389499054,119.872228549748,96.4352858226596,86.9954145755752,94.3956524053567,79.4450843993681,152.908826384095,116.055940228418,130.700241859627,151.289179769893,161.731268635512,104.898971647538,113.501635049826,147.277030550069,133.300872594465,162.012261431105,141.798938799486,137.117612387237,118.995229437012,71.0438949503315,127.880796524232,100.410918048239,103.05621190071,109.605650491502,135.534964191674,100.739434820157,130.741237491235,105.812787156504,136.860054194837,117.789433430008,115.587543968169,126.193750086049,134.492992048673,105.125781345199,100.184271107376,95.215907251384,149.439657782907,135.355102216026,106.332362127495,135.013551603505,162.01799136804,139.176429723744,130.509899434153,144.601210020556,79.8974805482132,108.939501574135,119.493025361967,115.49254220117,121.187477924496,145.623394451823,121.248054136771,115.99551567199,106.960462777001,130.611930467049,127.810871304658,132.300789946953,143.988668056569,131.304942508489,105.611384242204,119.15034214178,120.670389103346,119.331027829332,110.518229499399,125.047848028814,118.60462437916,175.065597889255,98.5165460924608,95.1194811541679,119.527839910606,116.689528884249,124.603024574097,111.863925314209,152.79092939186,102.895284646352,93.1386927328121,78.4051192824322,2024-10-01 09:00:00
